,brewery,name,origin,volume_ml,price,bitterness,body,sweetness,recommendation,cat_1,cat_2,price/100_ml
2141,fulltofta,sommarnatt,sverige,330.0,32.2,6.0,7.0,2.0,Passar till sällskapsdryckPassar till lammPassar till nöt,ale,dubbel,9.757575757575758
2142,tranan hefeweizen,,sverige,330.0,27.8,2.0,4.0,2.0,Passar till asiatisktPassar till fiskPassar till kryddstarktPassar till sällskapsdryck,veteöl,hefeweizen,8.424242424242424
2143,revolt,lager,sverige,330.0,29.5,5.0,5.0,2.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,mellanmörk lager,märzen och wienerstil,8.93939393939394
2144,wild ginger,lost island brewery,sverige,330.0,26.8,8.0,6.0,1.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ale,amerikansk pale ale,8.121212121212121
2145,dark & creamy,wet whistle brewery,sverige,330.0,43.0,8.0,9.0,4.0,Passar till lammPassar till nötPassar till sällskapsdryckPassar till vilt,imperial porter och stout,,13.030303030303031
2146,fyren,ipa,sverige,330.0,29.8,9.0,7.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,9.03030303030303
2147,south plains,burning witches brew,sverige,330.0,21.9,8.0,6.0,1.0,Passar till nötPassar till sällskapsdryckPassar till vilt,ale,black ipa,6.636363636363636
2148,lännabruk,india pale ale,sverige,330.0,29.9,7.0,6.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,9.06060606060606
2149,no. 4,india pale lager,sverige,330.0,24.9,6.0,6.0,1.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,7.545454545454546
2150,uppsala brygghus,passion for you,sverige,330.0,29.9,6.0,7.0,2.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,india pale ale,9.06060606060606
2151,how to just pick one pils,,sverige,330.0,22.9,4.0,4.0,1.0,Passar till fiskPassar till skaldjurPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,6.939393939393939
2152,ekuanot call this ipa,nyköping brewing,sverige,440.0,35.9,8.0,7.0,2.0,Passar till lammPassar till ostPassar till sällskapsdryck,ale,india pale ale,8.159090909090908
2153,swepa,swedish pale ale,sverige,330.0,31.0,7.0,6.0,1.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,amerikansk pale ale,9.393939393939393
2154,ipale,,sverige,330.0,32.3,9.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,9.787878787878787
2155,apex brewing,single hop ipa,sverige,440.0,47.9,8.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,10.886363636363635
2156,ängöl halv ipa,ängöl ab,sverige,330.0,26.9,8.0,6.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,session ipa,8.15151515151515
2157,en aleigen brewery,proud marie,sverige,330.0,31.8,7.0,7.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,brown ale,9.636363636363637
2158,wayfaring stranger,åre bryggcompagni,sverige,330.0,35.2,6.0,6.0,1.0,Passar till aperitifPassar till sällskapsdryck,ale,india pale ale,10.666666666666668
2159,barlingbo bryggeri,raudar påsköl,sverige,330.0,34.9,5.0,7.0,1.0,Passar till fläskPassar till lammPassar till grönsakerPassar till sällskapsdryck,ale,belgisk mörk ale,10.575757575757576
2160,irish walnut porter,,sverige,330.0,26.9,6.0,6.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,torr porter och stout,,8.15151515151515
2161,uppsala brygghus,passion for you,sverige,330.0,29.9,6.0,7.0,2.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,india pale ale,9.06060606060606
2162,how to just pick one pils,,sverige,330.0,22.9,4.0,4.0,1.0,Passar till fiskPassar till skaldjurPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,6.939393939393939
2163,ängöl halv ipa,ängöl ab,sverige,330.0,26.9,8.0,6.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,session ipa,8.15151515151515
2164,gammelbacka chilla,,sverige,330.0,35.7,6.0,7.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,porter och stout,,10.818181818181818
2165,helsingborgs,blondie,sverige,330.0,22.9,6.0,7.0,2.0,Passar till fågelPassar till fläskPassar till lammPassar till sällskapsdryck,ale,engelsk pale ale och bitter,6.939393939393939
2166,barlingbo bryggeri,raudar påsköl,sverige,330.0,34.9,5.0,7.0,1.0,Passar till fläskPassar till lammPassar till grönsakerPassar till sällskapsdryck,ale,belgisk mörk ale,10.575757575757576
2167,fermenterarna,funny bunny is my name,sverige,440.0,49.9,7.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,new england ipa/hazy ipa,11.34090909090909
2168,strawberry skutan forever,svartbergets fjällbryggeri,sverige,330.0,39.8,2.0,5.0,2.0,Passar till aperitifPassar till sällskapsdryck,syrlig öl,berliner weisse,12.060606060606059
2169,strömmingsonen taiheke ipa,bottenvikens bryggeri,sverige,330.0,34.9,7.0,7.0,2.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,india pale ale,10.575757575757576
2170,solsting,ödåkra brygghus,sverige,330.0,29.3,6.0,6.0,1.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ljus lager,internationell stil,8.878787878787879
2171,burnt mill & dugges skog,,storbritannien,440.0,49.9,6.0,8.0,4.0,Passar till grönsakerPassar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,11.34090909090909
2172,uerige doppelsticke,,tyskland,330.0,46.9,,,,,ale,altbier,14.212121212121213
2173,connecticut valley,x3 wheat ale,usa,473.0,39.9,,,,,veteöl,hefeweizen,8.435517970401692
2174,la folie,,usa,375.0,109.9,,,,,syrlig öl,flamländsk röd och brun öl,29.30666666666667
2175,friends,pineapple passion sour gose,sverige,330.0,39.9,3.0,5.0,2.0,Passar till sällskapsdryck,syrlig öl,gose och lichtenhainer,12.090909090909092
2176,alskute,ipa,sverige,330.0,28.4,8.0,6.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,8.606060606060606
2177,alskute,big island lager,sverige,330.0,24.1,3.0,4.0,1.0,Passar till fiskPassar till skaldjurPassar till sällskapsdryck,ljus lager,internationell stil,7.303030303030303
2178,couloir,svartbergets fjällbryggeri,sverige,330.0,29.7,8.0,7.0,1.0,Passar till sällskapsdryckPassar till fläskPassar till lammPassar till nöt,ale,india pale ale,9.0
2179,smögenbryggar'n,julle,sverige,330.0,24.9,6.0,6.0,2.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ale,amber ale,7.545454545454546
2180,backabrygd,österlenbryggarna anno 1953,sverige,330.0,23.9,5.0,5.0,1.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,dortmunder och helles,7.242424242424242
2181,jemtehed & brande,raspberry sour,sverige,330.0,34.0,2.0,4.0,1.0,Passar till aperitifPassar till sällskapsdryck,syrlig öl,berliner weisse,10.303030303030303
2182,137 telge brygghus,india pale ale,sverige,330.0,32.2,8.0,7.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,9.757575757575758
2183,gammelbacka chilla,,sverige,330.0,35.7,6.0,7.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,porter och stout,,10.818181818181818
2184,helsingborgs,blondie,sverige,330.0,22.9,6.0,7.0,2.0,Passar till fågelPassar till fläskPassar till lammPassar till sällskapsdryck,ale,engelsk pale ale och bitter,6.939393939393939
2185,twisted twin,dipa,sverige,330.0,33.5,7.0,8.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,imperial/dubbel ipa,10.151515151515152
2186,strömstad pilsner,,sverige,330.0,19.2,7.0,8.0,1.0,Passar till fläskPassar till lammPassar till nötPassar till sällskapsdryck,ljus lager,pilsner,5.818181818181818
2187,högsommardag,pale ale lockeby,sverige,330.0,30.0,8.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,amerikansk pale ale,9.090909090909092
2188,rosenhill,sunny day session ipa,sverige,330.0,29.9,6.0,5.0,1.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,india pale ale,9.06060606060606
2189,s:t olof,havrestout,sverige,330.0,29.1,6.0,5.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,torr porter och stout,,8.818181818181818
2190,skelderwikens sk!pa,,sverige,330.0,27.9,4.0,6.0,3.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,india pale ale,8.454545454545453
2191,belgo wit,,sverige,330.0,35.0,2.0,4.0,1.0,Passar till fiskPassar till fågelPassar till kryddstarktPassar till sällskapsdryck,veteöl,witbier,10.606060606060606
2192,s:t olof,havrestout,sverige,330.0,29.1,6.0,5.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,torr porter och stout,,8.818181818181818
2193,used motor oil,south plains brewing company,sverige,330.0,34.0,6.0,8.0,8.0,Passar till dessertPassar till sällskapsdryck,imperial porter och stout,,10.303030303030303
2194,winter island stout,,sverige,330.0,39.9,8.0,8.0,1.0,Passar till sällskapsdryckPassar till lammPassar till nötPassar till vilt,imperial porter och stout,,12.090909090909092
2195,östersunds nya ångbryggeri,vete-öl,sverige,330.0,27.0,3.0,5.0,1.0,Passar till kryddstarktPassar till grönsakerPassar till fågelPassar till sällskapsdryck,veteöl,hefeweizen,8.181818181818182
2196,kvarnen pale ale,,sverige,330.0,32.6,7.0,6.0,1.0,Passar till fläskPassar till lammPassar till nötPassar till sällskapsdryck,ale,amerikansk pale ale,9.878787878787879
2197,prins katt,the eagle session ipa,sverige,330.0,29.9,8.0,5.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,session ipa,9.06060606060606
2198,uppsala brygghus,linnaeus ekologisk lager,sverige,330.0,19.9,5.0,5.0,2.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,dortmunder och helles,6.030303030303029
2199,pleasant pheasant,,sverige,330.0,25.1,6.0,7.0,1.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,pilsner,7.606060606060606
2200,leksands pilsner,,sverige,330.0,29.9,6.0,6.0,1.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,pilsner,9.06060606060606
2201,brasstacks,joe & me,sverige,330.0,24.0,5.0,5.0,2.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,7.2727272727272725
2202,exermans bryggeri,vrångöl,sverige,330.0,28.1,6.0,5.0,1.0,Passar till sällskapsdryckPassar till fläskPassar till lamm,ale,golden/blond ale,8.515151515151516
2203,nils oscar celebration,barley wine,sverige,330.0,36.9,6.0,9.0,6.0,Passar till nötPassar till ostPassar till sällskapsdryckPassar till vilt,ale,barley wine,11.181818181818182
2204,pax ceres,,sverige,330.0,26.0,7.0,5.0,1.0,Passar till sällskapsdryckPassar till fågelPassar till fläsk,ale,session ipa,7.878787878787878
2205,mistlur,bryggeriaktiebolaget nya victoria,sverige,330.0,32.1,6.0,7.0,3.0,Passar till grönsakerPassar till fläskPassar till lammPassar till sällskapsdryck,ale,new england ipa/hazy ipa,9.727272727272727
2206,friends,double cherry coffee break,sverige,330.0,39.9,3.0,5.0,2.0,Passar till sällskapsdryck,syrlig öl,berliner weisse,12.090909090909092
2207,fraugruber,heaven hill black barrels series,tyskland,500.0,179.0,,,,,imperial porter och stout,,35.8
2208,the artist,nyköping brewing,sverige,440.0,36.9,6.0,6.0,2.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ale,new england ipa/hazy ipa,8.386363636363637
2209,xxx,belgian tripel,sverige,330.0,33.6,6.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,trippel,10.181818181818182
2210,to be or not to be?,,sverige,330.0,25.0,6.0,6.0,1.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,7.575757575757576
2211,en aleigen brewery,värmebölja,sverige,330.0,31.8,3.0,4.0,1.0,Passar till asiatisktPassar till kryddstarktPassar till fläskPassar till sällskapsdryck,veteöl,witbier,9.636363636363637
2212,hybris,pionjär,sverige,330.0,18.9,5.0,6.0,2.0,Passar till fiskPassar till fågelPassar till skaldjurPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,5.727272727272727
2213,roslagens,gräsklipparöl,sverige,330.0,24.9,6.0,6.0,2.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ale,golden/blond ale,7.545454545454546
2214,leksands pilsner,,sverige,330.0,29.9,6.0,6.0,1.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,pilsner,9.06060606060606
2215,brasstacks,joe & me,sverige,330.0,24.0,5.0,5.0,2.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,7.2727272727272725
2216,exermans bryggeri,vrångöl,sverige,330.0,28.1,6.0,5.0,1.0,Passar till sällskapsdryckPassar till fläskPassar till lamm,ale,golden/blond ale,8.515151515151516
2217,kvarnagårdens,krösabira,sverige,330.0,29.9,2.0,5.0,1.0,Passar till fiskPassar till aperitifPassar till sällskapsdryckPassar till skaldjur,annan öl,öl av flera typer/stilar,9.06060606060606
2218,electric nurse lady in red,brewtrade sweden ab,sverige,330.0,34.9,2.0,5.0,2.0,Passar till aperitifPassar till sällskapsdryck,syrlig öl,berliner weisse,10.575757575757576
2219,we all have names,,sverige,440.0,39.6,8.0,7.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,9.0
2220,saison de dottignies,,belgien,330.0,28.9,6.0,6.0,1.0,Passar till fågelPassar till fläskPassar till grönsaker,ale,saison,8.757575757575758
2221,pax ceres,,sverige,330.0,26.0,7.0,5.0,1.0,Passar till sällskapsdryckPassar till fågelPassar till fläsk,ale,session ipa,7.878787878787878
2222,amundsen,double apocalypse neipa,norge,330.0,36.9,8.0,8.0,2.0,Passar till sällskapsdryck,ale,new england ipa/hazy ipa,11.181818181818182
2223,chocolate stout,sunds tånge,sverige,330.0,77.9,7.0,10.0,4.0,Passar till nötPassar till lammPassar till viltPassar till sällskapsdryck,imperial porter och stout,,23.60606060606061
2224,chateau du fors,,sverige,330.0,24.9,4.0,7.0,1.0,Passar till sällskapsdryckPassar till fågelPassar till fläsk,ale,belgisk ljus ale,7.545454545454546
2225,stigbergets,batcat,sverige,440.0,36.9,8.0,7.0,2.0,Passar till nötPassar till viltPassar till sällskapsdryck,ale,black ipa,8.386363636363637
2226,emelisse,barrel finished #3,nederländerna,330.0,64.9,7.0,9.0,3.0,Passar till sällskapsdryckPassar till lammPassar till nötPassar till vilt,imperial porter och stout,,19.666666666666668
2227,winter island stout,,sverige,330.0,39.9,8.0,8.0,1.0,Passar till sällskapsdryckPassar till lammPassar till nötPassar till vilt,imperial porter och stout,,12.090909090909092
2228,östersunds nya ångbryggeri,vete-öl,sverige,330.0,27.0,3.0,5.0,1.0,Passar till kryddstarktPassar till grönsakerPassar till fågelPassar till sällskapsdryck,veteöl,hefeweizen,8.181818181818182
2229,kvarnen pale ale,,sverige,330.0,32.6,7.0,6.0,1.0,Passar till fläskPassar till lammPassar till nötPassar till sällskapsdryck,ale,amerikansk pale ale,9.878787878787879
2230,möllys,erotiqa,sverige,330.0,34.9,3.0,4.0,1.0,Passar till aperitifPassar till sällskapsdryck,övrig syrlig öl,,10.575757575757576
2231,borgmästarn,,sverige,330.0,27.5,6.0,6.0,2.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,8.333333333333332
2232,vild jätten,härjebrygg,sverige,330.0,37.8,8.0,8.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,11.454545454545453
2233,3 fonteinen,intens rood season 18/19,belgien,375.0,149.0,,,,,syrlig öl,frukt,39.733333333333334
2234,baltic porter,,sverige,330.0,39.9,7.0,7.0,2.0,Passar till nötPassar till viltPassar till sällskapsdryck,imperial porter och stout,,12.090909090909092
2235,svarta vinbär cellar series,,sverige,375.0,98.2,3.0,5.0,1.0,Passar till aperitifPassar till sällskapsdryck,övrig syrlig öl,,26.186666666666667
2236,pangpang mango problem,,sverige,440.0,59.9,6.0,6.0,2.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,india pale ale,13.613636363636363
2237,kvarnagårdens bryggeri,utvandraren ipa,sverige,330.0,32.9,6.0,6.0,3.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,india pale ale,9.969696969696969
2238,cuvée de ranke,,belgien,750.0,95.0,,,,,övrig syrlig öl,,12.666666666666668
2239,fermenteriets,pale ale,sverige,330.0,29.9,5.0,6.0,1.0,Passar till fläskPassar till fågelPassar till grönsakerPassar till sällskapsdryck,ale,engelsk pale ale och bitter,9.06060606060606
2240,limhamns pale ale,,sverige,330.0,28.9,7.0,7.0,1.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,amerikansk pale ale,8.757575757575758
2241,gammelbacka,bocköl,sverige,330.0,33.3,7.0,8.0,4.0,Passar till lammPassar till nötPassar till sällskapsdryckPassar till vilt,mörk lager,dubbelbock,10.09090909090909
2242,sad robot,zoë,sverige,330.0,32.0,7.0,9.0,5.0,Passar till nötPassar till sällskapsdryckPassar till vilt,imperial porter och stout,,9.696969696969697
2243,hovfrökens himmelska,brown ale,sverige,330.0,29.6,6.0,7.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,brown ale,8.96969696969697
2244,how to highlight ipa,,sverige,330.0,28.9,9.0,7.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,8.757575757575758
2245,spisbryggeriets pyttipanna,pyttipanna india pale ale,sverige,330.0,32.0,7.0,5.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,9.696969696969697
2246,spisbryggeriets,pil & grim,sverige,330.0,25.0,4.0,6.0,1.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,golden/blond ale,7.575757575757576
2247,neighbours choice,,sverige,330.0,29.0,7.0,8.0,3.0,Passar till nötPassar till lammPassar till sällskapsdryck,ale,new england ipa/hazy ipa,8.787878787878787
2248,uppsala brygghus,very berry,sverige,330.0,26.9,2.0,4.0,1.0,Passar till aperitifPassar till sällskapsdryck,syrlig öl,berliner weisse,8.15151515151515
2249,fermenterarna,miss maplelicious,sverige,330.0,42.9,2.0,4.0,2.0,Passar till sällskapsdryck,övrig syrlig öl,,13.0
